source,target
91,197
91,199
92,93
92,94
92,97
92,99
92,107
92,112
92,115
92,116
92,117
92,121
92,123
92,136
92,137
92,141
92,151
92,164
92,166
92,172
92,173
92,176
92,177
92,189
92,191
92,199
93,98
93,102
93,103
93,104
93,107
93,108
93,114
93,124
93,126
93,140
93,141
93,159
93,161
93,164
93,165
93,166
93,171
93,175
93,176
93,184
93,189
93,190
93,191
93,193
93,194
93,197
93,198
94,101
94,107
94,110
94,115
94,116
94,118
94,119
94,120
94,126
94,129
94,132
94,133
94,139
94,142
94,144
94,146
94,150
94,152
94,162
94,169
94,174
94,181
94,182
94,189
94,195
94,196
95,98
95,100
95,113
95,114
95,120
95,124
95,126
95,127
95,130
95,137
95,139
95,141
95,144
95,146
95,156
95,162
95,163
95,169
95,179
95,181
95,185
96,97
96,105
96,107
96,108
96,116
96,119
96,121
96,123
96,124
96,127
96,129
96,131
96,133
96,141
96,146
96,147
96,151
96,157
96,158
96,160
96,162
96,164
96,165
96,166
96,169
96,170
96,174
96,178
96,181
96,186
96,190
96,196
96,199
97,102
97,103
97,105
97,108
97,112
97,114
97,119
97,120
97,124
97,128
97,129
97,135
97,136
97,139
97,143
97,144
97,146
97,160
97,165
97,167
97,172
97,177
97,180
97,181
97,184
97,185
97,190
97,194
97,195
98,101
98,102
98,115
98,116
98,117
98,118
98,119
98,124
98,134
98,135
98,138
98,143
98,149
98,150
98,155
98,157
98,163
98,164
98,167
98,169
98,170
98,177
98,179
98,180
98,198
99,100
99,108
99,110
99,115
99,116
99,118
99,131
99,132
99,139
99,140
99,143
99,145
99,148
99,151
99,153
99,157
99,159
99,165
99,170
99,175
99,177
99,178
99,180
99,184
99,189
99,190
99,193
99,195
99,199
100,103
100,104
100,110
100,111
100,112
100,113
100,120
100,121
100,123
100,125
100,126
100,127
100,129
100,133
100,135
100,136
100,139
100,147
100,156
100,158
100,161
100,163
100,164
100,168
100,169
100,174
100,176
100,177
100,179
100,183
100,185
100,197
100,198
101,105
101,107
101,111
101,114
101,118
101,134
101,139
101,145
101,149
101,150
101,152
101,157
101,158
101,159
101,166
101,167
101,168
101,170
101,172
101,182
101,186
101,189
101,197
102,105
102,112
102,114
102,117
102,120
102,121
102,125
102,128
102,129
102,131
102,136
102,139
102,146
102,154
102,155
102,159
102,166
102,170
102,171
102,175
102,178
102,180
102,181
102,184
102,185
102,188
103,105
103,106
103,111
103,113
103,121
103,124
103,125
103,131
103,133
103,134
103,135
103,138
103,139
103,146
103,148
103,152
103,153
103,158
103,159
103,162
103,168
103,173
103,179
103,180
103,181
103,182
103,184
103,188
103,199
104,105
104,108
104,112
104,117
104,118
104,121
104,122
104,125
104,126
104,130
104,140
104,150
104,158
104,164
104,171
104,173
104,176
104,179
104,181
104,182
104,186
104,193
104,197
104,199
105,114
105,119
105,120
105,121
105,127
105,130
105,134
105,139
105,149
105,150
105,151
105,153
105,154
105,161
105,176
105,178
105,181
105,184
105,191
105,193
105,195
105,199
106,108
106,110
106,114
106,117
106,118
106,129
106,130
106,132
106,142
106,143
106,149
106,156
106,158
106,160
106,170
106,173
106,175
106,179
106,181
106,192
106,197
107,108
107,109
107,111
107,114
107,116
107,119
107,129
107,130
107,131
107,136
107,139
107,140
107,141
107,143
107,144
107,147
107,150
107,154
107,159
107,172
107,173
107,177
107,179
107,180
107,198
108,109
108,112
108,118
108,126
108,129
108,142
108,143
108,145
108,161
108,162
108,164
108,169
108,177
108,178
108,180
108,185
108,190
108,193
108,194
109,118
109,123
109,130
109,131
109,141
109,142
109,144
109,148
109,155
109,156
109,164
109,170
109,173
109,177
109,178
109,180
109,185
109,189
109,190
109,192
109,194
109,195
109,196
110,112
110,113
110,114
110,116
110,118
110,129
110,132
110,135
110,136
110,139
110,140
110,141
110,142
110,144
110,151
110,158
110,163
110,166
110,170
110,171
110,179
110,186
110,198
110,199
111,116
111,117
111,121
111,128
111,130
111,132
111,142
111,143
111,145
111,146
111,149
111,150
111,153
111,154
111,157
111,160
111,161
111,162
111,166
111,170
111,173
111,178
111,179
111,180
111,181
111,183
111,191
111,192
111,194
112,114
112,115
112,123
112,124
112,132
112,133
112,134
112,135
112,148
112,154
112,156
112,165
112,166
112,168
112,171
112,174
112,175
112,177
112,184
112,189
112,195
112,196
113,117
113,118
113,119
113,124
113,128
113,131
113,133
113,134
113,137
113,138
113,139
113,145
113,150
113,151
113,156
113,161
113,165
113,167
113,170
113,174
113,178
113,181
113,184
113,185
113,192
114,119
114,125
114,126
114,128
114,131
114,132
114,134
114,139
114,141
114,143
114,145
114,150
114,159
114,161
114,162
114,165
114,169
114,171
114,173
114,178
114,180
114,182
114,184
114,185
114,188
114,189
114,191
114,192
114,198
114,199
115,116
115,120
115,123
115,124
115,126
115,130
115,136
115,140
115,145
115,149
115,151
115,152
115,157
115,158
115,169
115,172
115,175
115,185
115,187
115,192
115,195
115,196
115,199
116,123
116,124
116,133
116,134
116,135
116,139
116,142
116,143
116,151
116,154
116,156
116,157
116,158
116,159
116,162
116,164
116,165
116,167
116,168
116,170
116,171
116,172
116,176
116,178
116,181
116,191
116,192
116,194
117,119
117,128
117,129
117,132
117,133
117,140
117,141
117,143
117,144
117,146
117,148
117,153
117,163
117,167
117,168
117,174
117,185
117,191
117,193
117,197
118,123
118,129
118,138
118,140
118,145
118,149
118,152
118,153
118,160
118,161
118,166
118,167
118,168
118,172
118,177
118,178
118,180
118,182
118,185
118,188
118,193
118,196
118,197
119,120
119,124
119,132
119,146
119,147
119,150
119,157
119,161
119,164
119,168
119,170
119,172
119,173
119,179
119,180
119,181
119,187
119,190
119,191
119,194
119,196
119,197
120,125
120,134
120,140
120,144
120,146
120,148
120,149
120,153
120,155
120,159
120,160
120,166
120,169
120,172
120,179
120,181
120,184
120,186
120,187
120,189
120,190
120,195
120,196
120,199
121,125
121,127
121,128
121,134
121,146
121,150
121,152
121,154
121,165
121,167
121,168
121,170
121,176
121,177
121,179
121,180
121,182
121,194
121,195
122,125
122,130
122,137
122,138
122,141
122,150
122,153
122,155
122,158
122,159
122,161
122,167
122,172
122,175
122,178
122,180
122,186
122,193
122,198
122,199
123,129
123,136
123,139
123,149
123,170
123,174
123,182
123,189
123,193
123,194
123,197
124,126
124,127
124,128
124,139
124,140
124,145
124,146
124,147
124,148
124,152
124,153
124,156
124,159
124,167
124,169
124,171
124,173
124,175
124,178
124,186
124,190
124,191
124,192
124,197
125,129
125,131
125,135
125,140
125,146
125,150
125,151
125,152
125,153
125,166
125,168
125,173
125,182
125,185
125,186
125,187
125,194
125,195
125,197
125,198
126,127
126,131
126,132
126,134
126,139
126,140
126,142
126,148
126,149
126,153
126,155
126,160
126,166
126,172
126,182
126,187
126,192
126,196
127,129
127,136
127,140
127,146
127,148
127,152
127,162
127,165
127,171
127,172
127,176
127,179
127,181
127,183
127,184
127,186
127,188
127,190
127,195
127,198
128,136
128,140
128,141
128,144
128,149
128,150
128,154
128,170
128,171
128,179
128,183
128,190
128,191
128,198
129,133
129,134
129,137
129,139
129,146
129,150
129,157
129,161
129,162
129,172
129,176
129,178
129,179
129,180
129,185
129,188
129,192
129,194
129,198
130,143
130,147
130,149
130,151
130,152
130,153
130,160
130,162
130,163
130,167
130,168
130,177
130,178
130,181
130,186
130,187
130,192
130,194
130,197
130,199
131,133
131,141
131,143
131,152
131,156
131,163
131,168
131,170
131,171
131,176
131,178
131,179
131,187
131,196
132,133
132,140
132,145
132,165
132,167
132,168
132,169
132,178
132,179
132,181
132,182
132,187
132,189
132,191
132,193
132,197
133,134
133,136
133,137
133,140
133,141
133,144
133,149
133,150
133,153
133,155
133,159
133,161
133,165
133,166
133,168
133,179
133,180
133,182
133,185
133,187
133,189
133,199
134,135
134,137
134,142
134,155
134,156
134,159
134,165
134,174
134,175
134,177
134,178
134,180
134,183
134,185
134,187
134,191
134,194
134,196
135,138
135,140
135,142
135,148
135,149
135,151
135,152
135,155
135,156
135,158
135,162
135,165
135,168
135,169
135,170
135,172
135,173
135,178
135,182
135,193
135,196
136,139
136,140
136,141
136,146
136,148
136,152
136,153
136,155
136,159
136,169
136,170
136,172
136,178
136,180
136,181
136,187
137,138
137,139
137,140
137,144
137,153
137,154
137,156
137,160
137,162
137,165
137,172
137,175
137,176
137,179
137,180
137,181
137,189
137,190
137,194
137,196
138,146
138,147
138,152
138,153
138,154
138,155
138,165
138,169
138,172
138,175
138,179
138,185
138,188
138,190
138,197
138,198
139,142
139,145
139,146
139,149
139,150
139,159
139,160
139,163
139,170
139,171
139,172
139,173
139,178
139,184
139,185
139,187
139,191
139,192
139,196
140,145
140,146
140,149
140,153
140,159
140,168
140,172
140,193
140,196
141,146
141,149
141,150
141,153
141,164
141,166
141,170
141,177
141,179
141,183
141,186
141,190
141,191
142,148
142,149
142,151
142,153
142,158
142,161
142,162
142,169
142,174
142,178
142,180
142,185
142,186
142,189
142,192
142,196
143,159
143,161
143,165
143,167
143,172
143,173
143,180
143,181
143,182
143,183
143,185
143,189
143,195
143,197
143,198
144,148
144,151
144,157
144,158
144,167
144,169
144,172
144,176
144,180
144,181
144,188
144,199
145,147
145,151
145,155
145,156
145,160
145,161
145,162
145,164
145,166
145,167
145,168
145,170
145,181
145,184
145,188
145,192
145,194
146,155
146,159
146,178
146,181
146,187
146,193
146,194
147,149
147,151
147,152
147,155
147,157
147,165
147,170
147,173
147,177
147,183
148,150
148,153
148,154
148,162
148,163
148,168
148,169
148,176
148,177
148,182
148,187
148,191
148,199
149,151
149,152
149,154
149,158
149,172
149,173
149,185
149,186
149,187
150,151
150,156
150,160
150,164
150,166
150,167
150,168
150,170
150,174
150,177
150,178
150,185
150,187
151,154
151,155
151,156
151,158
151,160
151,165
151,167
151,171
151,180
151,186
151,198
152,154
152,156
152,157
152,161
152,165
152,167
152,171
152,172
152,174
152,183
152,184
152,192
152,194
152,195
152,198
153,161
153,163
153,164
153,168
153,177
153,179
153,183
153,184
153,185
153,192
153,199
154,155
154,161
154,163
154,178
154,179
154,181
154,189
154,199
155,164
155,171
155,176
155,184
155,187
155,188
155,190
155,192
155,198
156,165
156,167
156,169
156,179
156,182
156,186
156,191
156,192
156,193
156,194
156,198
157,158
157,160
157,165
157,167
157,169
157,172
157,179
157,185
157,186
157,188
157,190
157,193
157,196
157,197
157,199
158,159
158,161
158,163
158,166
158,172
158,174
158,176
158,179
158,181
158,186
158,190
158,199
159,163
159,180
159,182
159,183
159,194
159,199
160,163
160,164
160,181
160,183
160,189
160,194
160,196
161,163
161,165
161,166
161,167
161,172
161,183
162,163
162,165
162,166
162,169
162,172
162,174
162,177
162,183
162,189
162,190
162,191
162,196
162,197
163,164
163,165
163,169
163,180
163,181
163,185
163,189
163,192
164,166
164,168
164,177
164,179
164,191
164,192
164,196
165,176
165,181
165,182
165,186
165,187
165,189
165,192
165,195
165,198
166,167
166,169
166,174
166,177
166,183
166,185
166,189
166,191
166,194
166,195
166,196
166,199
167,168
167,171
167,177
167,184
167,190
167,193
167,194
167,198
168,170
168,174
168,176
168,177
168,178
168,180
168,184
168,199
169,178
169,179
169,184
169,186
169,190
169,195
169,198
170,174
170,182
170,184
170,190
170,193
170,195
170,197
170,198
170,199
171,175
171,184
171,187
171,190
171,192
171,197
172,173
172,175
172,178
172,179
172,180
172,182
173,176
173,181
173,184
173,190
173,199
174,178
174,181
174,186
174,192
174,197
175,177
175,178
175,182
175,187
175,189
175,192
175,193
176,182
176,187
177,186
177,194
178,187
178,188
178,189
178,192
178,199
179,190
179,192
179,194
181,182
181,185
181,191
181,194
181,195
181,197
182,186
183,185
183,186
183,187
183,189
183,197
184,186
184,189
184,190
185,187
185,188
185,189
185,190
185,197
185,199
186,188
186,189
186,195
186,197
186,199
187,194
187,195
187,199
188,190
188,195
189,194
189,197
189,198
190,194
190,196
190,199
191,196
191,198
191,199
192,193
192,197
193,195
193,197
193,198
194,195
194,199
195,196
195,197
195,198
196,198
196,199
198,199
